ZCTA,Counties,Population Density (People per Square Kilometer),Median Value of Owner Occupied Units (Dollars)
53511,Rock County,163.57213383527863,117300
53515,Dane County,24.58884563664531,237800
53516,Dane County|Green County|Iowa County|Lafayette County,9.802125254915964,219400
53517,Dane County|Iowa County,15.928523830620726,310900
53518,Crawford County|Grant County|Richland County,6.518259314325778,135900
53520,Green County|Rock County,21.521685977195826,164200
53521,Dane County|Green County|Rock County,24.953373518508286,281100
53522,Green County|Lafayette County,10.091920261936234,153000
53523,Dane County|Jefferson County,43.49172072417498,235600
53525,Rock County|Walworth County,27.277770717551512,173400
53526,Iowa County,28.182256776882653,120800
53527,Dane County,118.67089290769033,295700
53528,Dane County,54.51200966785549,322000
53529,Dane County,22.38333276311719,300300
53530,Lafayette County,13.922584643911197,125600
53531,Dane County,42.779068710373636,263500
53532,Columbia County|Dane County,113.74017757334285,259200
53533,Iowa County,19.851321373889466,205000
53534,Dane County|Jefferson County|Rock County,57.78572488587059,194900
53536,Rock County,39.29933544393908,207500
53537,Rock County,313.2163106396967,112800
53538,Jefferson County|Rock County,74.11702552358899,179900
53540,Richland County,638.6479057457875,93600
53541,Lafayette County,5.448882340369811,159400
53543,Grant County|Iowa County,8.181562029812895,154300
53544,Dane County|Iowa County,7.90426162132554,275900
53545,Rock County,400.0161529809438,149800
53546,Rock County,148.48022774877046,159400
53548,Rock County,99.03794673455701,159000
53549,Jefferson County,55.37489444211648,173000
53550,Green County,9.599527953303085,171700
53551,Jefferson County,87.07322430607277,221000
53553,Iowa County,31.695276974347394,127400
53554,Grant County|Iowa County,9.366721206750428,137800
53555,Columbia County|Dane County,43.49498331340897,309300
53556,Richland County|Sauk County,21.322436274199593,136600
53557,Dodge County,33.25174449595238,131400
53558,Dane County,281.8597545439037,283000
53559,Dane County|Jefferson County,35.52356293235163,223600
53560,Dane County|Iowa County,23.86058280739133,258400
53561,Columbia County|Sauk County,21.346697269387878,302800
53562,Dane County,361.05245325660206,395100
53563,Jefferson County|Rock County,66.26146195699803,214800
53565,Iowa County|Lafayette County,10.169072654242107,198200
53566,Green County,37.7915663840609,155500
53569,Grant County|Iowa County,10.171345132194189,157300
53570,Green County,14.582256986121802,186400
53571,Dane County,302.13816706442196,-
53572,Dane County|Green County,41.08920810626002,238600
53573,Grant County|Iowa County|Richland County,10.86996837429884,126000
53574,Dane County|Green County,36.55345319530283,241500
53575,Dane County,120.93724014989571,308100
53576,Rock County,28.323073762820176,167200
53577,Sauk County,11.649469008370872,177700
53578,Columbia County|Sauk County,58.74899780133041,257300
53579,Dodge County,17.408580061087182,170200
53580,Iowa County,10.568855405050236,107600
53581,Richland County,16.653878894491264,142000
53582,Iowa County,11.78770853469059,178200
53583,Columbia County|Dane County|Sauk County,29.93979029016127,234100
53584,Richland County,582.3727845110816,-
53585,Rock County|Walworth County,30.19174137090974,162000
53586,Lafayette County,8.071360476904998,119600
53587,Lafayette County,7.616492245410782,134900
53588,Iowa County|Richland County|Sauk County,11.421513167595965,210500
53589,Dane County|Rock County,90.39169998758433,241100
53590,Dane County,255.98188001755895,267800
53593,Dane County,143.09967676615412,363000
53594,Dane County|Dodge County|Jefferson County,28.255832425208716,185100
53597,Dane County,151.15848698645675,350400
53598,Dane County,507.7762284426454,306900
53599,Lafayette County,113.73411526872488,57500
53703,Dane County,8039.761245478262,349000
53704,Dane County,831.4261636737992,214500
53705,Dane County,1510.453722071133,344700
53706,Dane County,3994.4407552688954,-
53711,Dane County,765.4453725481159,302700
53713,Dane County,918.547175527578,197200
53714,Dane County,1352.8248409502712,202600
53715,Dane County,4820.395962973102,315800
53716,Dane County,1163.7808495581928,242100
53717,Dane County,1358.11934747024,314400
53718,Dane County,315.61739693319726,257100
53719,Dane County,1219.8008148091885,275100
53726,Dane County,3618.0970561722233,471800
53792,Dane County,0.0,-
53801,Grant County,5.493679599915019,108000
53802,Grant County,14.65219914628046,85000
53803,Lafayette County,38.52177437172073,117200
53804,Grant County,9.949071928804589,131600
53805,Crawford County|Grant County,15.789988828648756,122800
53806,Grant County,8.759959079159323,104600
53807,Grant County|Lafayette County,16.7222157427452,174100
53808,Grant County,162.17337876472803,143100
53809,Grant County,16.668816335291808,142200
53810,Grant County,4.4072116368182375,118300
53811,Grant County|Lafayette County,26.340859610219553,200600
53812,Grant County,313.3700166641839,-
53813,Grant County,16.764913330039402,156700
53816,Grant County,5.188414536445305,200600
53817,Grant County,204.66472659439933,95000
53818,Grant County|Iowa County|Lafayette County,39.48108775363786,168900
53820,Grant County,10.472035862133474,160700
53821,Crawford County|Grant County,31.27391291741043,125300
53825,Grant County,6.040118540559957,160400
53826,Crawford County,6.157147287222816,127000
53827,Grant County,3.080063846442369,112500
53901,Columbia County|Marquette County,39.120774999224416,162600
53910,Adams County,22.14068336730816,103100
53911,Columbia County|Dane County,14.619498533652669,223000
53913,Columbia County|Sauk County,58.49478298299324,167400
53916,Dodge County,85.93578812463419,156800
53919,Fond du Lac County,13.742668508623888,167400
53920,Adams County|Marquette County,27.936082243826128,196400
53922,Dodge County,9.036294176829614,189400
53923,Columbia County|Green Lake County,10.845389963393947,168900
53924,Richland County|Sauk County,7.112931338521612,141200
53925,Columbia County|Dane County|Dodge County,25.88340386907599,206600
53926,Columbia County|Green Lake County|Marquette County,13.367555073128688,152100
53928,Columbia County,56.4274628910512,99400
53929,Juneau County|Monroe County|Vernon County,13.270236530625189,145800
53930,Marquette County,11.458757228098236,152800
53931,Fond du Lac County,181.7804501955716,124000
53932,Columbia County|Dodge County,27.577264417817243,212500
53933,Dodge County,43.81721751163804,186100
53934,Adams County,13.404693124935209,111200
53935,Columbia County,123.54511153227983,111300
53936,Adams County,9.29285193228667,87200
53937,Richland County|Sauk County,8.604998912590988,170500
53939,Green Lake County,93.86533276963668,105100
53940,Sauk County,194.0010562279728,-
53941,Juneau County|Richland County|Sauk County,17.107611897593227,186900
53942,Sauk County,35.383934699387154,-
53943,Sauk County,8.162956293190991,169000
53944,Juneau County|Sauk County,11.660763761723423,157700
53946,Dodge County|Fond du Lac County|Green Lake County|Marquette County,12.821820006927775,171800
53947,Green Lake County,186.78862821989333,150000
53948,Juneau County,20.84093438722341,131900
53949,Green Lake County|Marquette County,14.22496911166265,156300
53950,Juneau County,22.29125356001217,123800
53951,Sauk County,12.112327600829325,140400
53952,Adams County|Marquette County,16.978873849587984,145400
53953,Marquette County,236.70723089132278,114100
53954,Columbia County|Marquette County,33.705742011048635,193900
53955,Columbia County,31.422608683640814,235600
53956,Columbia County|Dodge County|Green Lake County,16.83637919253997,152800
53959,Sauk County,49.46148898993759,168200
53960,Columbia County,14.524630793474934,195200
53961,Sauk County,12.989744915808927,180200
53962,Juneau County,749.2177285481337,-
53963,Dodge County|Fond du Lac County,60.54532474705038,137100
53964,Adams County|Marquette County|Waushara County,12.469149057790432,156100
53965,Adams County|Columbia County|Juneau County|Sauk County,25.999407402997253,167600
53968,Juneau County|Richland County|Sauk County|Vernon County,11.74213379640486,134300
53969,Columbia County,251.47496082184804,170600
54001,Polk County,26.97703818810187,166200
54002,Pierce County|St. Croix County,33.49475842557642,205200
54003,Pierce County,13.073045592445713,253600
54004,Barron County|Polk County,11.128130041397931,166400
54005,Barron County|Dunn County|Polk County|St. Croix County,14.653917629138608,168000
54006,Polk County,11.592779043643283,167300
54007,Polk County|St. Croix County,10.942484039923945,188600
54009,Polk County,31.762992645779907,174700
54011,Pierce County,25.465299050209108,193700
54013,Dunn County|St. Croix County,12.816323529234765,208700
54014,Pierce County,21.604104779908184,212500
54015,St. Croix County,43.390334187922285,208900
54016,St. Croix County,191.09632609283102,326300
54017,Polk County|St. Croix County,54.9435634832589,231000
54020,Polk County|St. Croix County,39.10068139394731,205600
54021,Pierce County,61.34348694551059,248000
54022,Pierce County|St. Croix County,66.16424822917115,271000
54023,St. Croix County,38.25377755194848,274700
54024,Polk County,22.727027389188578,197500
54025,St. Croix County,56.531020472767636,244200
54026,Polk County|St. Croix County,28.4439730114149,258300
54027,St. Croix County,13.799601567434882,234900
54028,St. Croix County,27.131444529854434,186100
54082,St. Croix County,55.69054357429763,389300
54101,Oconto County,21.501587601085085,199900
54102,Marinette County,3.319900784949709,92300
54103,Forest County|Marinette County,2.410730752985035,107600
54104,Forest County|Marinette County,2.4116920361409386,124200
54106,Outagamie County|Shawano County,20.653193249242637,183800
54107,Outagamie County|Shawano County,19.330995464773537,169100
54110,Brown County|Calumet County|Manitowoc County,33.37869973630526,159600
54111,Oconto County|Shawano County,16.794464730685004,159600
54112,Marinette County|Oconto County,14.157497975579505,136400
54113,Outagamie County,785.9858570168124,189300
54114,Marinette County|Oconto County,9.812291087229001,139900
54115,Brown County|Outagamie County,151.67217278274714,225000
54119,Marinette County,1.7871992885955563,110100
54120,Florence County|Marinette County,0.902446106714783,125000
54121,Florence County,4.4676571240712155,136000
54123,Calumet County,130.67370197016953,150000
54124,Menominee County|Oconto County|Shawano County,15.016066776527792,109700
54125,Forest County|Marinette County,2.26592419550859,75600
54126,Brown County|Manitowoc County,19.767608824009166,197600
54127,Shawano County,226.60881961525945,110000
54128,Shawano County,13.119846899481582,122600
54129,Calumet County,19.261946051294505,173200
54130,Brown County|Calumet County|Outagamie County,135.90694678467108,170800
54135,Menominee County,22.274251769220704,113400
54136,Outagamie County,1267.506212255384,149000
54137,Oconto County|Shawano County,16.9461492584416,177100
54138,Oconto County,4.4524887145485055,158700
54139,Marinette County|Oconto County,12.627559271306996,153500
54140,Outagamie County,1034.1161010866963,155800
54141,Oconto County,41.39442807352833,205100
54143,Marinette County,88.91102717485605,114800
54149,Oconto County,3.521908173484669,155600
54150,Menominee County|Shawano County,9.042159652746067,51400
54151,Florence County|Marinette County,10.509310329574214,104400
54152,Outagamie County,157.86160292291217,-
54153,Oconto County,27.833482857377675,117700
54154,Oconto County|Shawano County,26.12190064814966,149100
54155,Brown County|Outagamie County,95.8666893175576,257900
54156,Marinette County,5.991445364638356,107200
54157,Marinette County|Oconto County,25.12311421826362,155300
54159,Marinette County,7.804412151711336,144100
54160,Calumet County,186.3693718741121,143300
54161,Marinette County|Oconto County,8.588672265575617,152400
54162,Brown County|Oconto County|Shawano County,33.13096522033479,211800
54165,Brown County|Outagamie County|Shawano County,30.426013475946732,187600
54166,Shawano County,44.67319454383098,126400
54169,Calumet County,344.414003655864,264900
54170,Outagamie County|Shawano County|Waupaca County,12.323029351899189,189400
54171,Oconto County,63.58941855361574,227500
54173,Brown County,110.72258245600952,268800
54174,Menominee County|Oconto County,5.749234622911717,123100
54175,Langlade County|Oconto County,7.86822191651859,200400
54177,Marinette County,6.36192553899787,144600
54180,Brown County|Outagamie County,213.29365079365078,190500
54201,Door County|Kewaunee County,27.009875907188647,139500
54202,Door County,14.194354536934034,312300
54204,Door County,14.801563806406934,200400
54205,Door County|Kewaunee County,18.515458535330627,170500
54207,Manitowoc County,60.257298665300844,145300
54208,Brown County|Kewaunee County|Manitowoc County,24.740180379204872,198800
54209,Door County,15.051374970053612,335200
54210,Door County,15.283433679264395,288300
54211,Door County,36.07496943678606,384300
54212,Door County,14.180276442402157,347900
54213,Door County|Kewaunee County,13.731255818770325,147500
54214,Manitowoc County,357.3299529811989,139200
54215,Manitowoc County,193.77666851400423,-
54216,Kewaunee County,22.178248954348994,150400
54217,Brown County|Door County|Kewaunee County,26.582851106007904,210400
54220,Manitowoc County,159.27841268319256,121500
54227,Manitowoc County,18.647759685133718,199000
54228,Manitowoc County,26.304395501942608,151100
54229,Brown County,44.06199720059778,214600
54230,Manitowoc County,16.376194724524527,164400
54232,Manitowoc County,347.36107746152027,124600
54234,Door County,34.12196686262974,343600
54235,Door County,36.17264346340947,181800
54241,Manitowoc County,81.72191572746408,103600
54245,Manitowoc County,21.489303168019195,164800
54246,Door County,11.792491130513797,267700
54247,Manitowoc County,25.206944744984536,174300
54301,Brown County,1359.2553883111882,157400
54302,Brown County,1311.087328200979,121500
54303,Brown County,923.1027648066652,122000
54304,Brown County,916.3935182283647,139100
54307,Brown County,4902.933911959558,-
54311,Brown County,212.47710848161665,208000
54313,Brown County|Outagamie County,272.8331157262906,231000
54401,Marathon County,145.53003757956472,149000
54403,Marathon County,71.42466521155,144000
54405,Clark County|Marathon County,38.15560295090539,114600
54406,Portage County,21.220944696524867,221900
54407,Portage County,12.890268591359883,217500
54408,Langlade County|Marathon County|Shawano County,8.148745549702067,143700
54409,Langlade County|Marathon County|Shawano County,23.960921479916475,91000
54410,Wood County,13.84426459704872,160900
54411,Marathon County|Taylor County,10.239201167396898,159700
54412,Marathon County|Wood County,11.11379782073417,163000
54413,Wood County,1.9032939557898056,115800
54414,Langlade County|Marathon County|Shawano County,9.505832714407783,144600
54416,Shawano County,7.802468575652101,116100
54417,Marathon County,53.46689038509771,75000
54418,Langlade County,4.4946440537271775,140300
54420,Clark County|Wood County,12.404582594676569,146700
54421,Clark County|Marathon County,20.16868578357565,133000
54422,Clark County|Taylor County,12.734727125213238,126800
54423,Portage County,18.76369399190113,259500
54424,Langlade County,3.7395334995156047,171100
54425,Clark County|Marathon County|Taylor County,18.02718209287281,124900
54426,Marathon County,15.819763744987371,160800
54427,Marathon County|Shawano County,9.777373029976351,147600
54428,Langlade County|Oneida County,5.599971307863544,155200
54430,Langlade County,5.9653465797970355,115000
54433,Chippewa County|Taylor County,4.437774797737862,155900
54435,Langlade County|Lincoln County,4.07185039665236,149400
54436,Clark County,8.194267399189021,122400
54437,Clark County,10.05726972862138,128800
54440,Marathon County,13.990725084477887,162300
54441,Wood County,307.54572481290967,184100
54442,Lincoln County,5.642843316503672,169400
54443,Marathon County|Portage County|Wood County,9.83579025173404,205100
54446,Clark County,15.026751537759353,130100
54447,Taylor County,4.861234771915093,106300
54448,Marathon County,18.13865796180605,189100
54449,Clark County|Marathon County|Wood County,59.15233408768961,158600
54450,Shawano County,94.57915719108911,68800
54451,Marathon County|Taylor County,13.21854535600345,151000
54452,Lincoln County|Marathon County,16.619078864574977,131000
54454,Portage County|Wood County,10.597735104269262,153900
54455,Marathon County|Portage County,30.97478702166226,181400
54456,Clark County,10.110839149403462,123800
54457,Adams County|Juneau County|Wood County,23.408424547866474,143900
54458,Portage County,81.62343808341221,114100
54459,Lincoln County|Price County,3.4756416697619157,111800
54460,Clark County|Taylor County,11.69903987060973,107900
54462,Langlade County,2.899209990934196,154300
54463,Langlade County|Oneida County,3.016378835686895,207700
54464,Langlade County,65.77998081770882,-
54465,Forest County|Langlade County,6.306312521735442,174200
54466,Clark County|Jackson County|Wood County,3.423789372682358,139000
54467,Portage County,86.32532451346233,188800
54469,Wood County,255.11611534955983,101200
54470,Price County|Taylor County,7.401872394772911,124600
54471,Marathon County,16.054942921174547,211100
54473,Marathon County|Portage County,11.806984052390781,187400
54474,Marathon County,318.21530937394255,135100
54475,Portage County|Wood County,15.510297056356842,153000
54476,Marathon County,180.77499974034507,161200
54479,Clark County|Marathon County,19.296576244877915,142800
54480,Marathon County|Taylor County,13.854339968160447,129000
54481,Portage County,165.47894302533493,153200
54482,Portage County,38.630683098675334,192400
54484,Marathon County,18.15824841120535,201100
54485,Langlade County,7.0990471114477,168800
54486,Shawano County|Waupaca County,6.767549144407658,117800
54487,Lincoln County|Oneida County,12.952438817361832,172500
54488,Clark County|Marathon County,11.888797375735487,121400
54489,Wood County,12.078034699780561,135400
54490,Price County|Taylor County,2.7154087101534348,158200
54491,Langlade County|Oconto County,3.098435317234722,128000
54493,Clark County,2.3640466416516386,164200
54494,Adams County|Portage County|Wood County,84.5087112269903,130600
54495,Wood County,28.35045905083339,95000
54498,Clark County|Taylor County,8.469374630263202,112300
54499,Marathon County|Portage County|Shawano County,10.372235652071755,142000
54501,Lincoln County|Oneida County,21.70218032281027,148900
54511,Forest County,1.8590653814077336,119000
54512,Vilas County,4.660318889655283,233000
54513,Price County,1.5965116661759413,143800
54514,Ashland County|Iron County|Price County,2.8373556846996926,136700
54515,Price County,2.258240652512555,87000
54517,Ashland County|Bayfield County|Sawyer County,0.70746002791177,245000
54519,Vilas County,5.807414668424914,211200
54520,Forest County,12.775521148111277,125300
54521,Forest County|Oneida County|Vilas County,17.048194651838468,191500
54524,Price County,3.935441563905916,138400
54525,Iron County,114.08838625697913,72500
54526,Rusk County,2.7347161807693494,89000
54527,Ashland County,1.8358569261794375,94800
54529,Oneida County,6.602423105515191,209200
54530,Price County|Rusk County|Sawyer County,2.3615680743505156,83300
54531,Oneida County,8.883512518505892,236000
54534,Iron County,7.112240619902778,83400
54536,Iron County,1.7236401717910943,41900
54537,Price County,2.62877953976341,110500
54538,Iron County|Oneida County|Price County|Vilas County,11.516276398573291,179600
54539,Oneida County,10.566160003936016,198000
54540,Gogebic County|Vilas County,5.065877066583583,225000
54541,Forest County,3.748324905425166,135300
54542,Florence County|Forest County,0.7774481285526839,116500
54545,Iron County|Vilas County,6.814479280803695,483300
54546,Ashland County,2.212911138639507,84500
54547,Iron County,2.933655954107225,260300
54548,Oneida County|Vilas County,21.091810426901525,250500
54550,Iron County,9.630704079199024,83500
54552,Iron County|Price County|Sawyer County,4.694692885873828,109800
54554,Vilas County,4.972893791564021,200000
54555,Price County,5.181265629144112,139900
54556,Price County,4.4115646446695145,92800
54557,Iron County|Vilas County,5.1999668078812915,313800
54558,Oneida County|Vilas County,19.801867431423428,176100
54559,Ashland County|Iron County,2.406925850171479,125500
54560,Vilas County,7.857947898361519,150900
54561,Vilas County,0.8401688137055924,-
54562,Forest County|Oneida County,5.594589167826486,265200
54563,Rusk County,6.342243338363957,144000
54564,Lincoln County|Oneida County|Price County,0.935390655868181,154500
54565,Iron County,0.18237930336969269,90000
54566,Forest County|Langlade County,4.05583792699079,140700
54568,Oneida County|Vilas County,28.05300866159817,191000
54601,La Crosse County,261.47162216856213,168600
54603,La Crosse County,619.2003913914972,138000
54610,Buffalo County,4.594881863502827,160500
54611,Jackson County,8.311337198238645,110300
54612,Buffalo County|Trempealeau County,14.83792335537533,164400
54613,Adams County,9.283614696783308,138600
54614,La Crosse County,13.976728061201984,171400
54615,Jackson County|Monroe County,13.474000925914975,137200
54616,Jackson County|Trempealeau County,11.333658790828682,119500
54618,Juneau County|Monroe County,9.125887413354329,145900
54619,La Crosse County|Monroe County|Vernon County,14.746791236203318,171600
54621,Vernon County,12.040538555392917,181500
54622,Buffalo County,14.526535267151838,159300
54623,La Crosse County|Vernon County,14.095970492923275,179000
54624,Crawford County|Vernon County,8.39724089752125,150500
54625,Trempealeau County,14.68864968789593,98200
54626,Crawford County,6.895693428195614,168200
54627,Jackson County|Trempealeau County,8.669350316254722,161100
54628,Crawford County|Vernon County,5.430656718298221,166200
54629,Buffalo County,8.869934658664912,175700
54630,Trempealeau County,19.460430215108985,180900
54631,Crawford County,6.507232685192047,132500
54632,Vernon County,9.863660174742561,184900
54634,Juneau County|Richland County|Vernon County,11.529978646221373,148600
54635,Jackson County,8.65893071096586,148800
54636,La Crosse County,75.97280060276778,221700
54637,Juneau County,170.60900680864628,97700
54638,Juneau County|Monroe County|Vernon County,10.256430299550175,168100
54639,Richland County|Vernon County,10.655219587540248,148600
54642,Jackson County|La Crosse County|Trempealeau County,9.446489045901968,160900
54643,Jackson County,2.5069410931516636,-
54644,Jackson County|La Crosse County,9.280653341844028,236200
54645,Crawford County,66.7832033565238,68800
54646,Juneau County,9.595048520329964,125500
54648,Monroe County,8.903290202001322,145100
54650,La Crosse County,306.34496219126277,211900
54651,Monroe County|Vernon County,9.064527547486396,145000
54652,Vernon County,11.080890232944,120700
54653,La Crosse County|Monroe County,21.46130432858041,168300
54654,Crawford County,177.88518721626522,86500
54655,Crawford County|Richland County|Vernon County,7.860260562907745,162800
54656,La Crosse County|Monroe County,25.18185357798892,158700
54657,Crawford County,5.66989495365608,125000
54658,La Crosse County|Vernon County,27.05546154476863,196100
54659,Jackson County|Trempealeau County,9.449221050683503,159200
54660,Monroe County,35.83598460461309,151300
54661,La Crosse County|Trempealeau County,28.72921358051406,189500
54664,Richland County|Vernon County,7.691880369643903,107900
54665,Crawford County|Vernon County,19.041628947884394,170100
54666,Jackson County|Juneau County|Monroe County,4.248574129992649,159100
54667,La Crosse County|Vernon County,21.11879867183832,153700
54669,La Crosse County,60.52812245076977,209100
54670,Monroe County,13.898197905590663,168200
54701,Dunn County|Eau Claire County,185.58585550844393,196700
54703,Chippewa County|Dunn County|Eau Claire County,212.35048577917706,165500
54720,Eau Claire County,697.7354662027675,187200
54721,Dunn County|Pepin County|Pierce County,7.527411743431161,141100
54722,Eau Claire County,11.206868791763098,171500
54723,Pierce County,13.950001795010852,153800
54724,Chippewa County|Dunn County,17.91272740201486,165600
54725,Dunn County,11.692469219042229,151000
54726,Chippewa County|Eau Claire County,8.58979063595121,131100
54727,Chippewa County|Eau Claire County,14.098253701791393,160700
54728,Barron County|Dunn County|Rusk County,18.949233123674993,165600
54729,Chippewa County|Eau Claire County,79.49287457501022,199500
54730,Chippewa County|Dunn County,14.170284470330394,174300
54731,Rusk County,6.470158642490796,114400
54732,Chippewa County,11.152746713884707,133700
54733,Barron County,10.590614376397934,156300
54734,Dunn County|St. Croix County,9.898112230558057,163800
54736,Buffalo County|Dunn County|Pepin County,12.239438136778144,142200
54737,Dunn County|Pepin County,8.325075651151739,185700
54738,Buffalo County|Eau Claire County|Trempealeau County,14.143089755474673,216000
54739,Chippewa County|Dunn County|Eau Claire County,19.886073448759046,187400
54740,Dunn County|Pierce County,9.261378571389013,174400
54741,Clark County|Eau Claire County|Jackson County,7.2019232938322455,117300
54742,Eau Claire County,17.330238198547477,196400
54745,Chippewa County|Rusk County,6.537474725023716,181400
54746,Clark County|Jackson County,5.866274199497417,101700
54747,Buffalo County|Trempealeau County,8.56016208332168,149900
54748,Chippewa County,11.239388200392234,205600
54749,Dunn County|St. Croix County,11.682786203697193,170100
54750,Pierce County,6.089060968468556,221000
54751,Dunn County,45.227373618047515,179400
54754,Clark County|Jackson County,9.019823649871435,131100
54755,Buffalo County|Dunn County|Eau Claire County|Pepin County,10.931024183308374,168100
54756,Buffalo County,4.331139573661392,182300
54757,Barron County|Chippewa County|Dunn County|Rusk County,8.74823940440397,179900
54758,Eau Claire County|Jackson County|Trempealeau County,11.723852972369459,160000
54759,Pepin County,10.934423117693846,149400
54760,Trempealeau County,605.6336600545324,155400
54761,Pierce County,11.461729404613273,156100
54762,Barron County|Dunn County,10.320960833550409,129400
54763,Barron County|Dunn County,7.013190491559686,126400
54766,Chippewa County|Rusk County|Taylor County,4.827701369436506,150100
54767,Dunn County|Pierce County|St. Croix County,15.180675143365237,178900
54768,Chippewa County|Clark County|Eau Claire County|Taylor County,18.088947449787263,150000
54769,Pepin County|Pierce County,6.727861773475911,234600
54770,Eau Claire County|Trempealeau County,12.515846818944514,181600
54771,Clark County|Taylor County,11.421870322403722,137900
54772,Dunn County,7.130479173041304,156100
54773,Trempealeau County,18.28323442804586,148200
54801,Burnett County|Washburn County,13.094545235113396,158600
54805,Barron County,17.880009829547785,109700
54806,Ashland County|Bayfield County,15.36048428137063,128300
54810,Polk County,20.482190718524823,195900
54812,Barron County,25.0222513955845,131800
54813,Barron County|Burnett County|Washburn County,4.17201540436457,169400
54814,Bayfield County,7.557292001557344,162500
54817,Barron County|Rusk County|Sawyer County|Washburn County,5.925798993943674,214600
54819,Rusk County,6.14804859267828,106900
54820,Bayfield County|Douglas County,2.869821079443673,163600
54821,Bayfield County|Sawyer County,2.918564701930426,200000
54822,Barron County,39.47143676342883,164700
54824,Polk County,22.508801699687094,146400
54826,Barron County|Polk County,6.039616648513615,179200
54827,Bayfield County,3.0193759284243997,182400
54828,Sawyer County,3.386083491533582,85900
54829,Barron County|Polk County,14.333445057594682,170700
54830,Burnett County|Douglas County|Washburn County,3.5099333132042436,181000
54832,Bayfield County,1.9319245047342342,145800
54835,Rusk County|Sawyer County,2.5145594978013786,121900
54836,Douglas County,3.0660937150295364,168800
54837,Burnett County|Polk County,8.77022097976719,156400
54838,Bayfield County|Douglas County,2.3728232811102328,173700
54839,Bayfield County,2.5350537260431674,150000
54840,Burnett County|Polk County,7.112830835544239,138200
54841,Barron County,205.00379450419638,99800
54842,Douglas County,11.137452194856126,165700
54843,Sawyer County|Washburn County,11.098487078674934,190600
54844,Bayfield County,1.984466935436116,172300
54845,Burnett County,9.763893521190644,150000
54846,Ashland County,6.3998851161143175,135300
54847,Bayfield County,5.004467974092625,199200
54848,Rusk County,11.726002798626276,101500
54849,Douglas County,8.75518475965805,207800
54850,Ashland County,2.1253057318090303,235500
54853,Burnett County|Polk County,17.40649308264122,158500
54854,Douglas County,4.5503354352515855,175000
54855,Ashland County,5.166723857300889,146900
54856,Ashland County|Bayfield County,2.8229148050122115,150700
54857,Barron County,97.98112230376948,103200
54858,Polk County,32.77213305406998,137200
54859,Burnett County|Douglas County|Washburn County,4.158946041868389,172900
54861,Ashland County,91.1290715009312,-
54862,Sawyer County,2.2101794568471065,148300
54864,Douglas County,10.990079396918384,174200
54865,Bayfield County,2.948450787461515,154200
54867,Sawyer County,5.686630849745323,88600
54868,Barron County|Rusk County|Washburn County,28.75066897670384,165200
54870,Barron County|Washburn County,7.587126677420399,227800
54871,Burnett County|Washburn County,11.012684777416121,154900
54872,Burnett County|Polk County,16.036883701205404,155400
54873,Bayfield County|Douglas County,4.380701234613656,171400
54874,Douglas County,9.522861380919364,159500
54875,Washburn County,3.820433602706291,142900
54876,Sawyer County|Washburn County,7.198973326222454,213300
54880,Douglas County,70.66042634999727,135400
54888,Washburn County,5.695930639107684,184600
54889,Barron County|Polk County,14.704668754386523,167600
54891,Bayfield County,18.88154229170502,168200
54893,Burnett County,10.326359259716629,168300
54895,Rusk County,3.551745489683159,147700
54896,Sawyer County,1.5635320673231787,156300
54901,Winnebago County,872.3754855944687,131000
54902,Winnebago County,246.05436185593348,125400
54904,Fond du Lac County|Winnebago County,108.20946514854359,207700
54909,Portage County|Waushara County,8.217720725844094,139600
54911,Outagamie County,1235.8370185619842,152200
54913,Outagamie County,143.17522051346367,278400
54914,Outagamie County|Winnebago County,624.1923098712173,155400
54915,Calumet County|Outagamie County|Winnebago County,1108.6769617979799,181300
54921,Adams County|Portage County,5.6318111485696605,158400
54922,Outagamie County|Waupaca County,11.801533906045794,131300
54923,Green Lake County|Waushara County|Winnebago County,24.573354524251275,139000
54926,Waupaca County,68.52885676734698,-
54927,Winnebago County,889.9920219838667,232300
54928,Shawano County,14.823205201082533,161700
54929,Outagamie County|Shawano County|Waupaca County,27.54186601199782,137800
54930,Adams County|Marquette County|Waushara County,7.67686797389975,134100
54931,Outagamie County,164.25413584973757,154600
54932,Fond du Lac County,15.775830056185372,209700
54933,Waupaca County,73.31063780797935,102600
54935,Fond du Lac County,1052.6474778603076,133000
54937,Fond du Lac County,68.57414657468763,185000
54940,Outagamie County|Waupaca County|Waushara County|Winnebago County,17.99492439913843,228000
54941,Green Lake County,30.316963555934,225400
54942,Outagamie County,251.50402574465124,260100
54943,Adams County|Waushara County,6.040631134775142,147800
54944,Outagamie County,52.57993985269691,221700
54945,Portage County|Waupaca County,12.61998983116309,165000
54946,Waupaca County,1654.23253470054,-
54947,Winnebago County,22.16674781868438,222700
54948,Shawano County,9.751674534933187,115600
54949,Waupaca County,20.929529520312265,150800
54950,Shawano County|Waupaca County,14.565096323994348,112500
54952,Calumet County|Winnebago County,374.2254889523593,147000
54956,Outagamie County|Winnebago County,289.91360122749705,171700
54960,Green Lake County|Marquette County|Waushara County,10.262277566637925,161500
54961,Outagamie County|Waupaca County,43.935004554080066,165500
54962,Waupaca County,9.81726230388988,166100
54963,Waushara County|Winnebago County,37.81741022752327,167400
54964,Fond du Lac County|Winnebago County,11.962967625599708,236300
54965,Waupaca County|Waushara County,9.491179928571217,157100
